"FINAL_ID","PHYLUM","CLASS","ORDER","FAMILY","SUBFAMILY","GENUS","SPECIES","GENUS_SPECIES","FEEDINGHAB","TOLERANCE","NBI_P_TOLERANCE","NBI_N_TOLERANCE","TOLNAME","CLASSIFIER","PREVNAMES","COMMONNAME","REFERENCE"
"CRICOTOPUS_FUGAX","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","CRICOTOPUS","CRICOTOPUS_FUGAX","CRICOTOPUS FUGAX","SHR",7,NA,NA,"FACULTATIVE","CHIRONOMIDAE",NA,"MIDGE","107"
"CRICOTOPUS_INTERSECTUS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","CRICOTOPUS","CRICOTOPUS_INTERSECTUS","CRICOTOPUS INTERSECTUS GR.","SHR",7,NA,NA,"FACULTATIVE","CHIRONOMIDAE","CRICOTOPUS SP. 7","MIDGE","106,107"
"CRICOTOPUS_NOSTOCICOLA","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","CRICOTOPUS","CRICOTOPUS_NOSTOCICOLA","CRICOTOPUS NOSTOCICOLA","SHR",7,NA,NA,"FACULTATIVE","CHIRONOMIDAE",NA,"MIDGE","124"
"UNDETERMINED_POLYDESMIDA","ARTHROPODA","DIPLOPODA","POLYDESMIDA","POLYDESMIDA","POLYDESMIDA","POLYDESMIDA","UNDETERMINED_POLYDESMIDA","UNDETERMINED POLYDESMIDA","C-G",6,NA,NA,"FACULTATIVE","OTHER",NA,"MILLIPEDE","16"
"ISOTOMURUS_SP.","ARTHROPODA","INSECTA","COLLEMBOLA","ISOTOMIDAE","ISOTOMIDAE","ISOTOMURUS","ISOTOMURUS","ISOTOMURUS SP.","C-G",5,NA,NA,"FACULTATIVE","OTHER","ISOTOMURUS PALUSTRIS","SPRINGTAIL","83"
"BRANCHIURA_SOWERBYI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","BRANCHIURA","BRANCHIURA_SOWERBYI","BRANCHIURA SOWERBYI","C-G",6,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"BRANCHIURA_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDAE","TUBIFICIDAE","TUBIFICIDAE","BRANCHIURA","BRANCHIURA","BRANCHIURA SP.","C-G",6,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"ILYODRILUS_TEMPLETONI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","ILYODRILUS","ILYODRILUS_TEMPLETONI","ILYODRILUS TEMPLETONI","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"ILYODRILUS_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","ILYODRILUS","ILYODRILUS","ILYODRILUS SP.","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"ISOCHAETIDES_FREYI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","ISOCHAETIDES","ISOCHAETIDES_FREYI","ISOCHAETIDES FREYI","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"ISOCHAETIDES_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","ISOCHAETIDES","ISOCHAETIDES","ISOCHAETIDES SP.","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"LIMNODRILUS_CERVIX","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","LIMNODRILUS","LIMNODRILUS_CERVIX","LIMNODRILUS CERVIX","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"LIMNODRILUS_CLAPAREDEIANUS","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","LIMNODRILUS","LIMNODRILUS_CLAPAREDEIANUS","LIMNODRILUS CLAPAREDEIANUS","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"LIMNODRILUS_HOFFMEISTERI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","LIMNODRILUS","LIMNODRILUS_HOFFMEISTERI","LIMNODRILUS HOFFMEISTERI","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"LIMNODRILUS_PROFUNDICOLA","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","LIMNODRILUS","LIMNODRILUS_PROFUNDICOLA","LIMNODRILUS PROFUNDICOLA","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"LIMNODRILUS_UDEKEMIANUS","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","LIMNODRILUS","LIMNODRILUS_UDEKEMIANUS","LIMNODRILUS UDEKEMIANUS","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"LIMNODRILUS_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","LIMNODRILUS","LIMNODRILUS","LIMNODRILUS SP.","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"POTAMOTHRIX_MOLDAVIENSIS","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","POTAMOTHRIX","POTAMOTHRIX_MOLDAVIENSIS","POTAMOTHRIX MOLDAVIENSIS","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"TANYTARSUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","TANYTARSUS","TANYTARSUS","TANYTARSUS SP.","C-F",6,NA,NA,"FACULTATIVE","CHIRONOMIDAE",NA,"MIDGE","87"
"MICROPSECTRA/TANYTARSUS_COMPLEX","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","MICROPSECTRA/TANYTARSUS","MICROPSECTRA/TANYTARSUS","MICROPSECTRA/TANYTARSUS COMPLEX","C-F",6,NA,NA,"FACULTATIVE","CHIRONOMIDAE",NA,"MIDGE","36,78,87"
"ZAVRELIA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","ZAVRELIA","ZAVRELIA","ZAVRELIA SP.","C-F",4,9,9,"INTOLERANT","CHIRONOMIDAE","ZAVRELIA SP., CONSTEMPELLINA SP. 1","MIDGE","124"
"ZAVRELIELLA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","ZAVRELIELLA","ZAVRELIELLA","ZAVRELIELLA SP.",NA,6,NA,NA,"FACULTATIVE","CHIRONOMIDAE",NA,"MIDGE","36"
"UNDETERMINED_TANYTARSINI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","TANYTARSINI","UNDETERMINED_TANYTARSINI","UNDETERMINED TANYTARSINI","C-F",6,NA,NA,"FACULTATIVE","CHIRONOMIDAE",NA,"MIDGE","124"
"UNDETERMINED_CHIRONOMINAE","ARTHROPODA","INSECTA","DIPTERA","CHRIONOMIDAE","CHIRONOMINAE","CHIRONOMINAE","CHIRONOMINAE","UNDETERMINED CHIRONOMINAE","C-G",6,NA,NA,"FACULTATIVE","CHIRONOMIDAE",NA,"MIDGE","124"
"UNDETERMINED_CHIRONOMIDAE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMIDAE","CHIRONOMIDAE","UNDETERMINED_CHIRONOMIDAE","UNDETERMINED CHIRONOMIDAE","C-G",6,NA,NA,"FACULTATIVE","CHIRONOMIDAE",NA,"MIDGE","124"
"OSTROCERCA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","NEMOURIDAE","OSTROCERCA","OSTROCERCA","OSTROCERCA SP.","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,114"
"SHIPSA_ROTUNDA","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","NEMOURIDAE","SHIPSA","SHIPSA_ROTUNDA","SHIPSA ROTUNDA","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"SHIPSA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","NEMOURIDAE","SHIPSA","SHIPSA","SHIPSA SP.","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"SOYEDINA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","NEMOURIDAE","SOYEDINA","SOYEDINA","SOYEDINA SP.","C-G",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83"
"UNDETERMINED_NEMOURIDAE","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","NEMOURIDAE","NEMOURIDAE","UNDETERMINED_NEMOURIDAE","UNDETERMINED NEMOURIDAE","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"STROPHOPTERYX_FASCIATA","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","STROPHOPTERYX","STROPHOPTERYX_FASCIATA","STROPHOPTERYX FASCIATA","SHR",3,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"STROPHOPTERYX_SP.","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","STROPHOPTERYX","STROPHOPTERYX","STROPHOPTERYX SP.","SHR",3,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"TAENIONEMA_ATLANTICUM","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","TAENIONEMA","TAENIONEMA_ATLANTICUM","TAENIONEMA ATLANTICUM","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"TAENIONEMA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","TAENIONEMA","TAENIONEMA","TAENIONEMA SP.","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"TAENIOPTERYX_BURKSI","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","TAENIOPTERYX","TAENIOPTERYX_BURKSI","TAENIOPTERYX BURKSI","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","45"
"TAENIOPTERYX_LONICERA","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","TAENIOPTERYX","TAENIOPTERYX_LONICERA","TAENIOPTERYX LONICERA","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","45"
"TAENIOPTERYX_NIVALIS","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","TAENIOPTERYX","TAENIOPTERYX_NIVALIS","TAENIOPTERYX NIVALIS","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","45"
"TAENIOPTERYX_PARVULA","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","TAENIOPTERYX","TAENIOPTERYX_PARVULA","TAENIOPTERYX PARVULA","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","45"
"TAENIOPTERYX_SP.","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","TAENIOPTERYX","TAENIOPTERYX","TAENIOPTERYX SP.","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"UNDETERMINED_TAENIOPTERYGIDAE","ARTHROPODA","INSECTA","PLECOPTERA","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","TAENIOPTERYGIDAE","UNDETERMINED_TAENIOPTERYGIDAE","UNDETERMINED TAENIOPTERYGIDAE","SHR",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"ACRONEURIA_ABNORMIS","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","ACRONEURIA","ACRONEURIA_ABNORMIS","ACRONEURIA ABNORMIS","PRD",0,0,0,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55,114"
"ACRONEURIA_ARENOSA","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","ACRONEURIA","ACRONEURIA_ARENOSA","ACRONEURIA ARENOSA","PRD",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55, 114"
"ACRONEURIA_CAROLINENSIS","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","ACRONEURIA","ACRONEURIA_CAROLINENSIS","ACRONEURIA CAROLINENSIS","PRD",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55,114"
"ACRONEURIA_LYCORIAS","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","ACRONEURIA","ACRONEURIA_LYCORIAS","ACRONEURIA LYCORIAS","PRD",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55,114"
"ACRONEURIA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","ACRONEURIA","ACRONEURIA","ACRONEURIA SP.","PRD",0,0,0,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55,114"
"AGNETINA_ANNULIPES","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","AGNETINA","AGNETINA","AGNETINA ANNULIPES","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","112,114"
"AGNETINA_CAPITATA","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","AGNETINA","AGNETINA","AGNETINA CAPITATA","PRD",2,3,6,"INTOLERANT","PLECOPTERA","PHASGANOPHORA CAPITATA, NEOPHASGANOPHORA CAPITATA","STONEFLY","112,114"
"AGNETINA_FLAVESCENS","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","AGNETINA","AGNETINA","AGNETINA FLAVESCENS","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","112,114"
"AGNETINA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","AGNETINA","AGNETINA","AGNETINA SP.","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","112,114"
"CLAASSENIA_SABULOSA","ARTHRODPODA","INSECTA","PLECOPTERA","PERLIDAE","ACRONEURIINAE","CLAASSENIA","CLAASSENIA_SABULOSA","CLAASSENIA SABULOSA","PRD",3,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY",NA
"CLAASENIA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","ACRONEURIINAE","CLAASENIA","CLAASENIA","CLAASENIA SP.","PRD",3,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY",NA
"ECCOPTURA_XANTHENES","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","ECCOPTURA","ECCOPTURA_XANTHENES","ECCOPTURA XANTHENES","PRD",3,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"ECCOPTURA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","ECCOPTURA","ECCOPTURA","ECCOPTURA SP.","PRD",3,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"NEOPERLA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","NEOPERLA","NEOPERLA","NEOPERLA SP.","PRD",3,5,5,"INTOLERANT","PLECOPTERA","NEOPERLA CLYMENE","STONEFLY","83,114"
"PARAGNETINA_IMMARGINATA","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","PARAGNETINA","PARAGNETINA","PARAGNETINA IMMARGINATA","PRD",1,1,2,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55,114"
"PARAGNETINA_MEDIA","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","PARAGNETINA","PARAGNETINA","PARAGNETINA MEDIA","PRD",4,6,3,"INTOLERANT","PLECOPTERA","ACRONEURIA RURALIS","STONEFLY","55,114"
"PARAGNETINA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","PARAGNETINA","PARAGNETINA","PARAGNETINA SP.","PRD",2,1,6,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55,114"
"PERLESTA_SP._1","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","PERLESTA","PERLESTA","PERLESTA SP. 1","PRD",4,NA,NA,"INTOLERANT","PLECOPTERA","PERLESTA PLACIDA","STONEFLY","114"
"PERLESTA_SP._2","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","PERLESTA","PERLESTA","PERLESTA SP. 2","PRD",4,NA,NA,"INTOLERANT","PLECOPTERA","PERLESTA PLACIDA","STONEFLY","114"
"PERLESTA_PLACIDA","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","PERLESTA","PERLESTA_PLACIDA","PERLESTA PLACIDA","PRD",4,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"PERLESTA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","PERLESTA","PERLESTA","PERLESTA SP.","PRD",4,NA,NA,"INTOLERANT","PLECOPTERA","PERLESTA PLACIDA","STONEFLY","114"
"UNDETERMINED_PERLIDAE","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLIDAE","PERLIDAE","UNDETERMINED_PERLIDAE","UNDETERMINED PERLIDAE","PRD",3,5,7,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"TALLAPERLA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PELTOPERLIDAE","PELTOPERLIDAE","TALLAPERLA","TALLAPERLA","TALLAPERLA SP.","SHR",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,114"
"UNDETERMINED_PELTOPERLIDAE","ARTHROPODA","INSECTA","PLECOPTERA","PELTOPERLIDAE","PELTOPERLIDAE","PELTOPERLIDAE","UNDETERMINED_PELTOPERLIDAE","UNDETERMINED PELTOPERLIDAE","SHR",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,114"
"ALLOPERLA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","CHLOROPERLIDAE","ALLOPERLA","ALLOPERLA","ALLOPERLA SP.","C-G",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,114"
"HAPLOPERLA_BREVIS","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","CHLOROPERLIDAE","HAPLOPERLA","HAPLOPERLA_BREVIS","HAPLOPERLA BREVIS","PRD",1,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"HAPLOPERLA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERILDAE","CHLOROPERILDAE","HAPLOPERLA","HAPLOPERLA","HAPLOPERLA SP.","PRD",1,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"RASVENA_TERNA","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","CHLOROPERLIDAE","RASVENA","RASVENA","RASVENA TERNA","C-G",0,NA,NA,"INTOLERANT","PLECOPTERA","CHLOROPERLA SP.","STONEFLY","114"
"RASVENA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","CHLOROPERLIDAE","RASVENA","RASVENA","RASVENA SP.","C-G",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"SUWALLIA_MARGINATA","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","CHLOROPERLIDAE","SUWALLIA","SUWALLIA","SUWALLIA MARGINATA","PRD",0,NA,NA,"INTOLERANT","PLECOPTERA","SUWALLIA SP.","STONEFLY","114,1"
"SWELTSA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","CHLOROPERLIDAE","SWELTSA","SWELTSA","SWELTSA SP.","PRD",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,114"
"UNDETERMINED_CHLOROPERLIDAE","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","CHLOROPERLIDAE","CHLOROPERLIDAE","UNDETERMINED_CHLOROPERLIDAE","UNDETERMINED CHLOROPERLIDAE","PRD",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,114"
"CULTUS_DECISUS","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","CULTUS","CULTUS_DECISUS","CULTUS DECISUS","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"CULTUS_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","CULTUS","CULTUS","CULTUS SP.","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114"
"DIURA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","DIURA","DIURA","DIURA SP.","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","113"
"HELOPICUS_SUBVARIANS","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","HELOPICUS","HELOPICUS_SUBVARIANS","HELOPICUS SUBVARIANS","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114,86"
"HELOPICUS_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","HELOPICUS","HELOPICUS","HELOPICUS SP.","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114,86"
"ISOGENOIDES_HANSONI","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOGENOIDES","ISOGENOIDES_HANSONI","ISOGENOIDES HANSONI","PRD",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114,86"
"ISOGENOIDES_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOGENOIDES","ISOGENOIDES","ISOGENOIDES SP.","PRD",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114,86"
"ISOPERLA_FRISONI","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOPERLA","ISOPERLA_FRISONI","ISOPERLA FRISONI","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55"
"ISOPERLA_HOLOCHLORA","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOPERLA","ISOPERLA_HOLOCHLORA","ISOPERLA HOLOCHLORA","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55"
"ISOPERLA_MARLYNIA","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOPERLA","ISOPERLA_MARLYNIA","ISOPERLA MARLYNIA","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55"
"ISOPERLA_NAMATA","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOPERLA","ISOPERLA","ISOPERLA NAMATA","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55"
"ISOPERLA_NANA","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOPERLA","ISOPERLA","ISOPERLA NANA","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55"
"ISOPERLA_TRANSMARINA","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOPERLA","ISOPERLA","ISOPERLA TRANSMARINA","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","55"
"ISOPERLA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","ISOPERLA","ISOPERLA","ISOPERLA SP.","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","114,113"
"MALIREKUS_IROQUOIS","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","MALIREKUS","MALIREKUS_IROQUOIS","MALIREKUS IROQUOIS","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA","MALIREKUS HASTATUS","STONEFLY","114,86"
"MALIREKUS_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","MALIREKUS","MALIREKUS","MALIREKUS SP.","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83"
"REMENUS_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODINAE","REMENUS","REMENUS","REMENUS SP.","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,86"
"UNDETERMINED_PERLODIDAE","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","PERLODIDAE","UNDETERMINED_PERLODIDAE","UNDETERMINED PERLODIDAE","PRD",2,NA,NA,"INTOLERANT","PLECOPTERA","ISOGENUS SP.","STONEFLY","83,114"
"PTERONARCYS_BILOBA","ARTHROPODA","INSECTA","PLECOPTERA","PTERONARCIDAE","PTERONARCIDAE","PTERONARCYS","PTERONARCYS","PTERONARCYS BILOBA","SHR",0,NA,NA,"INTOLERANT","PLECOPTERA","ALLONARCYS BILOBA","STONEFLY","30"
"PTERONARCYS_COMSTOCKI","ARTHROPODA","INSECTA","PLECOPTERA","PTERONARCIDAE","PTERONARCIDAE","PTERONARCYS","PTERONARCYS","PTERONARCYS COMSTOCKI","SHR",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY",NA
"PTERONARCYS_DORSATA","ARTHROPODA","INSECTA","PLECOPTERA","PTERONARCIDAE","PTERONARCIDAE","PTERONARCYS","PTERONARCYS","PTERONARCYS DORSATA","SHR",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","30"
"PTERONARCYS_PROTEUS","ARTHROPODA","INSECTA","PLECOPTERA","PTERONARCIDAE","PTERONARCIDAE","PTERONARCYS","PTERONARCYS","PTERONARCYS PROTEUS","SHR",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","30"
"PTERONARCYS_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PTERONARCIDAE","PTERONARCIDAE","PTERONARCYS","PTERONARCYS","PTERONARCYS SP.","SHR",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,114"
