"WA_SAMPLE_ID","WA_ASSESSMENT"
"42.5122_-73.8083_20160711","no known impact"
"42.5141_-74.2447_20130920","no known impact"
"42.5144_-73.6166_20140703","no conclusion"
"42.5145_-74.0475_20130925","no conclusion"
"42.5161_-73.7553_20120721","no conclusion"
"42.5161_-73.7553_20120826","no conclusion"
"42.5162_-73.7533_20130803","no conclusion"
"42.5181_-73.3721_20140731","no conclusion"
"42.5201_-73.6719_20130823","no known impact"
"42.5221_-74.7032_20130926","no known impact"
"42.5247_-76.4829_20150906","no known impact"
"42.5265_-73.4726_20140713","no conclusion"
"42.5265_-73.4726_20150722","no conclusion"
"42.5265_-73.4726_20160702","no known impact"
"42.5292_-73.8195_20120714","no conclusion"
"42.5297_-76.6352_20150815","no known impact"
"42.5303_-75.8993_20160922","no known impact"
"42.5313_-73.4158_20120730","no known impact"
"42.5313_-73.4158_20120808","no known impact"
"42.5359_-74.0771_20160803","possibly impaired"
"42.5366_-73.8394_20190820","no conclusion"
"42.5388_-73.8294_20170918","no conclusion"
"42.5388_-73.8294_20160922","possibly impaired"
"42.5395_-73.8302_20120714","no conclusion"
"42.5395_-73.8302_20120720","no conclusion"
"42.5401_-73.4033_20140728","no conclusion"
"42.5407_-76.6491_20160709","no known impact"
"42.5408_-78.9825_20160727","no conclusion"
"42.5413_-75.9043_20160914","no known impact"
"42.5413_-73.8928_20140918","no known impact"
"42.5442_-74.4125_20140723","no known impact"
"42.5442_-74.4125_20120914","possibly impaired"
"42.5442_-74.4125_20120914","possibly impaired"
"42.5454_-74.8417_20170929","no known impact"
"42.5462_-75.2359_20180720","no known impact"
"42.548_-73.7692_20190916","no conclusion"
"42.5489_-75.2465_20170721","no known impact"
"42.5489_-74.4068_20120909","no known impact"
"42.5551_-75.8968_20150901","no known impact"
"42.5575_-73.6578_20120929","no conclusion"
"42.5575_-73.6536_20140726","no conclusion"
"42.5586_-73.5153_20190908","no known impact"
"42.5636_-73.6743_20140702","no conclusion"
"42.5667_-75.8917_20160913","no known impact"
"42.5692_-73.6769_20140916","no conclusion"
"42.5692_-73.6769_20120923","no conclusion"
"42.5692_-73.6769_20120928","no known impact"
"42.5739_-73.7051_20160719","no known impact"
"42.5771_-78.8519_20150930","dry"
"42.5775_-73.8137_20150916","possibly impaired"
"42.5784_-73.8392_20160721","dry"
"42.5791_-73.8393_20160721","no conclusion"
"42.5815_-73.7663_20150801","dry"
"42.5835_-73.487_20190812","no conclusion"
"42.5837_-73.4904_20190812","no conclusion"
"42.5843_-73.7403_20130823","no conclusion"
"42.5845_-73.7478_20130823","no conclusion"
"42.5858_-76.1298_20160822","no known impact"
"42.5885_-78.6824_20140929","no conclusion"
"42.5899_-74.7533_20160807","no known impact"
"42.5904_-73.6411_20140909","no conclusion"
"42.5924_-74.3481_20140811","no conclusion"
"42.5924_-74.3481_20130918","no known impact"
"42.5924_-74.3481_20130920","no known impact"
"42.5943_-76.0948_20160831","no known impact"
"42.5945_-73.664_20140726","no conclusion"
"42.5967_-73.8563_20160706","dry"
"42.5978_-76.6303_20150930","no conclusion"
"42.5984_-73.7817_20150907","no conclusion"
"42.5999_-76.1907_20170813","no conclusion"
"42.603_-79.1136_20150930","dry"
"42.6042_-76.1859_20190811","no conclusion"
"42.6045_-76.2152_20150910","no known impact"
"42.6061_-76.1879_20150807","no known impact"
"42.6069_-73.7692_20150801","dry"
"42.6069_-73.7692_20150907","dry"
"42.6077_-73.7693_20150907","dry"
"42.6084_-73.7478_20130823","no conclusion"
"42.6097_-77.4038_20150821","no known impact"
"42.611_-73.8944_20160929","no conclusion"
"42.6119_-79.1097_20150930","dry"
"42.6124_-73.897_20170802","no conclusion"
"42.613_-73.8979_20160929","no known impact"
"42.6135_-73.8985_20170731","no conclusion"
"42.6175_-74.13_20190916","no known impact"
"42.6213_-73.5247_20120925","no conclusion"
"42.625_-74.1291_20170926","no conclusion"
"42.6253_-73.5645_20120816","no known impact"
"42.6255_-74.1298_20160921","no conclusion"
"42.6264_-75.8142_20170922","no known impact"
"42.6281_-74.175_20130828","no conclusion"
"42.6298_-74.7406_20180803","no known impact"
"42.6299_-74.7405_20160807","no known impact"
"42.631_-73.5354_20120912","no conclusion"
"42.631_-73.5354_20120914","no known impact"
"42.6319_-73.4136_20140701","no conclusion"
"42.6319_-73.4136_20150817","no conclusion"
"42.6319_-73.4136_20160701","no conclusion"
"42.6331_-78.3342_20140901","no conclusion"
"42.6343_-73.8014_20130819","no conclusion"
"42.6343_-73.8014_20120824","no conclusion"
"42.6343_-73.8014_20120907","possibly impaired"
"42.6345_-73.999_20170830","no conclusion"
"42.6345_-73.8_20130923","no conclusion"
"42.6377_-73.5391_20120925","no conclusion"
"42.6419_-73.612_20140717","no conclusion"
"42.6421_-76.4081_20170818","no conclusion"
"42.6436_-76.1893_20160904","no known impact"
"42.6439_-76.1922_20160921","no known impact"
"42.6461_-78.5473_20180918","no conclusion"
"42.6468_-78.5478_20190918","no conclusion"
"42.6489_-73.9366_20180928","no known impact"
"42.6491_-73.9564_20180816","no conclusion"
"42.6493_-73.847_20190918","no conclusion"
"42.6494_-75.7867_20170910","no known impact"
"42.6496_-73.5368_20120920","no known impact"
"42.6496_-73.5368_20120928","no known impact"
"42.6505_-73.8444_20160707","no conclusion"
"42.6506_-73.8449_20120920","possibly impaired"
"42.6514_-73.9263_20120922","no conclusion"
"42.6518_-76.424_20170824","no conclusion"
"42.653_-73.9236_20180930","no known impact"
"42.6531_-73.9235_20180816","no known impact"
"42.6583_-77.0343_20160926","no known impact"
"42.6592_-73.997_20140808","dry"
"42.6592_-73.828_20160807","possibly impaired"
"42.6607_-74.2358_20140820","no known impact"
"42.6627_-74.9486_20140806","no known impact"
"42.6658_-73.895_20150823","no conclusion"
"42.666_-76.4362_20150828","no known impact"
"42.6683_-73.8275_20170807","no conclusion"
"42.6688_-78.1361_20130929","no known impact"
"42.6689_-77.5918_20130928","no conclusion"
"42.6692_-77.1454_20150712","no conclusion"
"42.6692_-74.9639_20140806","no known impact"
"42.6707_-76.4346_20150929","no known impact"
"42.6719_-73.7578_20160720","no conclusion"
"42.672_-73.828_20120912","no conclusion"
"42.6727_-73.9826_20140808","dry"
"42.6733_-73.6388_20170728","no conclusion"
"42.6767_-73.8356_20160811","possibly impaired"
"42.6784_-73.8372_20160823","possibly impaired"
"42.681_-78.111_20140803","no known impact"
"42.6824_-73.9102_20170806","no conclusion"
"42.6832_-73.9087_20170804","no conclusion"
"42.686_-76.1694_20160921","no known impact"
"42.6868_-73.7432_20140913","no conclusion"
"42.6873_-78.9996_20140810","possibly impaired"
"42.6911_-78.0537_20140803","no conclusion"
"42.6916_-73.4659_20160910","no conclusion"
"42.692_-73.7783_20190827","no conclusion"
"42.6923_-73.7781_20170815","possibly impaired"
"42.6998_-73.939_20160929","possibly impaired"
"42.7019_-73.9655_20180928","no conclusion"
"42.702_-73.9658_20160929","possibly impaired"
"42.7025_-74.3445_20120825","no conclusion"
"42.7025_-74.3445_20120831","no known impact"
"42.7026_-76.1857_20160824","no known impact"
"42.7046_-73.5848_20150722","no conclusion"
"42.7057_-73.5824_20150712","no conclusion"
"42.7057_-73.5824_20160910","no known impact"
"42.7067_-78.8993_20140929","no conclusion"
"42.7083_-73.7239_20120928","no conclusion"
"42.7099_-76.034_20160912","no known impact"
"42.7123_-76.0031_20160909","no known impact"
"42.7136_-74.0467_20160818","no conclusion"
"42.7136_-74.0465_20120825","no conclusion"
"42.7139_-74.0489_20180905","no conclusion"
"42.714_-74.0454_20130803","no known impact"
"42.714_-74.0454_20120901","no conclusion"
"42.715_-77.7121_20130927","no conclusion"
"42.715_-75.3118_20170803","no conclusion"
"42.7219_-73.605_20120924","no conclusion"
"42.7219_-73.605_20120928","no known impact"
"42.7227_-73.9924_20120825","no known impact"
"42.7227_-73.9924_20130915","no known impact"
"42.7227_-73.9924_20160929","no known impact"
"42.7236_-75.9705_20160906","no known impact"
"42.7268_-74.9185_20140805","no known impact"
"42.733_-73.6312_20150828","no conclusion"
"42.733_-73.6312_20150927","no known impact"
"42.733_-73.6312_20160910","no known impact"
"42.736_-75.0097_20160724","no known impact"
"42.7366_-73.7145_20160728","possibly impaired"
"42.737_-78.4792_20140823","no conclusion"
"42.7387_-73.6248_20160717","no conclusion"
"42.7389_-73.7145_20140726","no conclusion"
"42.7392_-74.3359_20140811","no known impact"
"42.7409_-78.1364_20130920","no known impact"
"42.7417_-73.8121_20170810","no conclusion"
"42.7462_-73.9952_20140812","dry"
"42.748_-73.5541_20160910","no conclusion"
"42.7532_-74.18_20140731","no known impact"
"42.7543_-73.7006_20140807","possibly impaired"
"42.7543_-73.7006_20150923","no conclusion"
"42.7554_-73.8658_20140701","no conclusion"
"42.7565_-73.867_20180809","no conclusion"
"42.7569_-74.3358_20160809","no known impact"
"42.7573_-75.5808_20170902","no known impact"
"42.7609_-74.2551_20160811","no known impact"
"42.7609_-74.255_20120801","no conclusion"
"42.7609_-74.255_20120810","no conclusion"
"42.7615_-73.528_20180901","no conclusion"
"42.7619_-73.862_20140722","no conclusion"
"42.7629_-74.0005_20170825","no conclusion"
"42.7629_-73.4461_20180929","no conclusion"
"42.7644_-74.0023_20170829","no conclusion"
"42.7646_-73.7279_20140922","no conclusion"
"42.7647_-74.0008_20130719","no conclusion"
"42.7647_-73.723_20180814","no conclusion"
"42.7713_-78.2188_20170802","no conclusion"
"42.7729_-74.0388_20120815","no known impact"
"42.7756_-73.7637_20150920","possibly impaired"
"42.7774_-74.0752_20140824","no conclusion"
"42.7774_-74.0752_20120927","no known impact"
"42.7775_-73.8227_20120719","possibly impaired"
"42.7781_-73.7917_20140812","no conclusion"
"42.7786_-74.1438_20140824","no conclusion"
"42.7786_-73.7915_20140912","no conclusion"
"42.7787_-77.7108_20130927","no conclusion"
"42.7833_-73.8572_20120711","no conclusion"
"42.7833_-73.8572_20140724","no conclusion"
"42.7862_-76.927_20150929","possibly impaired"
"42.7886_-75.0247_20180731","no conclusion"
"42.7894_-74.2534_20120801","no conclusion"
"42.7894_-74.2534_20120808","no conclusion"
"42.7894_-73.5315_20180919","no conclusion"
"42.7913_-73.8569_20120723","no conclusion"
"42.7913_-73.8531_20160908","no conclusion"
"42.7922_-74.1339_20130821","no conclusion"
"42.794_-74.1724_20140716","possibly impaired"
"42.7969_-73.8297_20120928","no conclusion"
"42.7971_-73.6663_20130801","no conclusion"
"42.8019_-73.848_20120830","no conclusion"
"42.8028_-74.2571_20150708","no known impact"
"42.805_-73.9939_20120810","no conclusion"
"42.805_-73.9939_20120816","no conclusion"
"42.8051_-73.5936_20180819","no conclusion"
"42.8072_-75.0576_20160728","no known impact"
"42.8077_-76.701_20180920","no conclusion"
"42.813_-74.259_20140813","no known impact"
"42.8152_-74.2599_20120726","no conclusion"
"42.8168_-74.2936_20140814","no known impact"
"42.8196_-73.5727_20150917","no conclusion"
"42.8201_-74.2694_20150707","no known impact"
"42.8203_-74.2678_20120727","no conclusion"
"42.8203_-74.2678_20120816","no known impact"
"42.8279_-77.5587_20160911","possibly impaired"
"42.829_-76.407_20170719","no conclusion"
"42.8295_-78.744_20180720","no conclusion"
"42.8335_-77.6967_20130927","no conclusion"
"42.834_-77.8962_20160930","no conclusion"
"42.8357_-73.6607_20140802","no conclusion"
"42.8375_-73.6783_20150727","no conclusion"
"42.8428_-73.8095_20120928","no conclusion"
"42.8432_-74.628_20170821","no known impact"
"42.844_-76.422_20170719","no conclusion"
"42.8454_-74.0129_20120831","possibly impaired"
"42.8465_-73.4658_20190724","no conclusion"
"42.8482_-78.043_20130918","no known impact"
"42.85_-76.464_20170718","possibly impaired"
"42.853_-73.8959_20160720","no conclusion"
"42.8545_-78.7551_20140829","no conclusion"
"42.8666_-73.9027_20180826","no conclusion"
"42.867_-73.9027_20120805","no known impact"
"42.867_-73.9027_20120808","no known impact"
"42.867_-73.9027_20140825","no known impact"
"42.8728_-78.0296_20130927","no conclusion"
"42.8736_-73.9333_20120903","no conclusion"
"42.8739_-78.3542_20190822","no conclusion"
"42.875_-76.562_20170810","no conclusion"
"42.8785_-78.1186_20140808","no known impact"
"42.8796_-78.1189_20130807","no conclusion"
"42.8796_-78.1189_20130813","no known impact"
"42.88_-76.563_20170810","no conclusion"
"42.88_-75.6455_20160915","no conclusion"
"42.8801_-75.646_20160915","no conclusion"
"42.8801_-75.6452_20160915","no known impact"
"42.8802_-75.6449_20160915","no known impact"
"42.8805_-75.6443_20160915","no known impact"
"42.8807_-75.6438_20160915","no known impact"
"42.8815_-74.9654_20160719","no conclusion"
"42.8823_-74.9648_20170720","no known impact"
"42.8835_-74.5667_20140716","no known impact"
"42.8838_-75.6383_20150917","possibly impaired"
"42.885_-76.47_20170718","no conclusion"
"42.8865_-74.2169_20120729","no known impact"
"42.8878_-78.0261_20130927","possibly impaired"
"42.8897_-78.6435_20140830","no conclusion"
"42.891_-73.7845_20150927","no conclusion"
"42.8911_-73.7844_20160927","no conclusion"
"42.8912_-74.8375_20180710","no conclusion"
"42.8912_-74.8375_20170714","no conclusion"
"42.8912_-74.5139_20160714","no known impact"
"42.892_-74.8422_20170710","no known impact"
"42.8922_-74.0219_20130728","no known impact"
"42.8929_-77.6742_20140801","possibly impaired"
"42.894_-73.7911_20130806","no conclusion"
"42.8944_-78.7318_20140824","possibly impaired"
"42.8949_-74.5663_20150722","no conclusion"
"42.896_-73.7913_20150909","no conclusion"
"42.896_-73.7913_20140918","no conclusion"
"42.8961_-76.5224_20150920","no conclusion"
"42.8989_-74.5723_20140716","no known impact"
"42.8989_-74.5723_20150722","no conclusion"
"42.9012_-76.5273_20150920","no conclusion"
"42.9037_-73.5455_20150821","no conclusion"
"42.9082_-73.7697_20150909","no conclusion"
"42.9082_-73.7697_20140930","no conclusion"
"42.9095_-74.0759_20130708","no known impact"
"42.9095_-74.0759_20130719","no known impact"
"42.9108_-77.787_20130915","no conclusion"
"42.9113_-73.8984_20180826","no conclusion"
"42.917_-76.515_20170718","possibly impaired"
"42.918_-76.522_20170718","no conclusion"
"42.9183_-73.7694_20130806","no conclusion"
"42.92_-76.474_20170718","no conclusion"
"42.9237_-78.3462_20190822","no conclusion"
"42.924_-76.508_20170717","no conclusion"
"42.9246_-73.9707_20120916","no known impact"
"42.9246_-73.9707_20120921","no known impact"
"42.9247_-73.9406_20120916","no known impact"
"42.9282_-74.6665_20140715","no conclusion"
"42.9282_-74.6606_20140715","no conclusion"
"42.9282_-74.6606_20150721","no conclusion"
"42.93_-74.3167_20180830","no conclusion"
"42.9302_-74.6228_20160713","no conclusion"
"42.9302_-73.9832_20140902","no conclusion"
"42.9302_-73.9832_20120923","no known impact"
"42.9308_-74.6212_20150720","no conclusion"
"42.9315_-74.6224_20140715","no known impact"
"42.9319_-77.7782_20140711","no known impact"
"42.9335_-74.7284_20150721","no conclusion"
"42.9347_-74.2128_20180822","no known impact"
"42.9348_-74.2126_20160803","no known impact"
"42.9381_-73.85_20160817","no conclusion"
"42.9389_-73.8774_20170924","no conclusion"
"42.9398_-77.7988_20140930","no known impact"
"42.9407_-73.7933_20140730","no conclusion"
"42.9413_-73.7908_20160730","no conclusion"
"42.9428_-73.8628_20140830","no conclusion"
"42.9428_-73.8628_20160817","no conclusion"
"42.9457_-78.3431_20190822","possibly impaired"
"42.9462_-73.9953_20170718","no conclusion"
"42.9463_-73.8623_20180828","no conclusion"
"42.9483_-73.7808_20120916","no conclusion"
"42.9604_-78.3512_20190821","no conclusion"
"42.9604_-74.1743_20140913","no known impact"
"42.9615_-74.173_20160802","no known impact"
"42.9618_-78.3533_20190821","possibly impaired"
"42.9648_-78.406_20190820","possibly impaired"
"42.9655_-73.4728_20190918","no conclusion"
"42.9656_-73.8222_20190910","no known impact"
"42.9666_-73.8239_20130909","no conclusion"
"42.9666_-73.8239_20160818","no known impact"
"42.9684_-73.8813_20160822","possibly impaired"
"42.9684_-73.8813_20170930","no conclusion"
"42.97_-73.8795_20130817","no known impact"
"42.9713_-75.9354_20160817","no conclusion"
"42.9722_-73.8637_20160831","no known impact"
"42.9723_-73.864_20170930","no known impact"
"42.9758_-73.8428_20130805","no conclusion"
"42.9758_-73.8428_20140808","no conclusion"
"42.9758_-73.8428_20150911","no known impact"
"42.979_-77.9884_20170930","possibly impaired"
"42.9912_-76.0696_20170920","no conclusion"
"42.993_-74.7932_20160710","no known impact"
"42.9939_-78.4351_20190820","no conclusion"
"42.9958_-76.0717_20170830","no conclusion"
"42.9962_-75.9871_20150812","no known impact"
"42.9975_-74.115_20160930","no conclusion"
"42.9982_-75.9881_20150923","no conclusion"
"42.9983_-76.0721_20180824","no conclusion"
"42.9983_-75.9876_20150923","no known impact"
"42.9985_-77.8744_20130908","no known impact"
"43.0017_-74.5398_20120915","no known impact"
"43.0049_-78.9058_20140914","no conclusion"
"43.0065_-73.847_20140912","no known impact"
"43.007_-73.8454_20130805","no conclusion"
"43.0086_-73.8796_20130805","no known impact"
"43.0086_-73.8796_20120823","no known impact"
"43.0097_-73.8442_20130730","no known impact"
"43.0097_-73.8442_20120830","no conclusion"
"43.0097_-73.8442_20120830","no conclusion"
"43.0097_-73.8442_20150902","no known impact"
"43.0097_-73.8442_20140903","no known impact"
"43.0097_-73.8442_20160923","no known impact"
"43.0127_-73.3778_20130928","no known impact"
"43.0149_-76.5894_20150802","no conclusion"
"43.0166_-73.7701_20160812","possibly impaired"
"43.0192_-77.7477_20130923","no known impact"
"43.0218_-78.3507_20140825","no conclusion"
"43.0292_-77.8221_20130915","possibly impaired"
"43.0295_-78.3938_20140805","no conclusion"
"43.0353_-77.8921_20140922","no conclusion"
"43.0355_-74.2481_20150712","no conclusion"
"43.0375_-73.9101_20140804","no known impact"
"43.0375_-73.9101_20120828","no conclusion"
"43.0375_-73.9101_20120830","no known impact"
"43.0375_-73.9101_20150902","no known impact"
"43.0387_-73.7079_20120927","no conclusion"
"43.0403_-76.5843_20150919","no conclusion"
"43.0403_-73.8892_20120830","no known impact"
"43.0403_-73.8892_20120830","no known impact"
"43.0403_-73.8892_20150901","no known impact"
"43.0403_-73.8892_20140906","no conclusion"
"43.0418_-74.0775_20160831","no conclusion"
"43.042_-73.7435_20120907","no conclusion"
"43.0422_-73.8892_20130731","no conclusion"
"43.0436_-73.7705_20150828","no conclusion"
"43.0436_-73.7705_20120907","no conclusion"
"43.0436_-73.7705_20140924","no conclusion"
"43.0455_-77.387_20130929","possibly impaired"
"43.0473_-77.8148_20130917","no conclusion"
"43.0504_-76.5505_20150828","no conclusion"
"43.0504_-76.5505_20150929","no conclusion"
"43.0519_-78.7516_20140802","possibly impaired"
"43.0624_-78.8992_20140728","dry"
"43.0683_-77.6201_20180917","possibly impaired"
"43.0688_-77.7777_20130904","no conclusion"
"43.0731_-76.4795_20150913","no conclusion"
"43.0732_-78.9333_20140728","dry"
"43.0738_-73.9379_20130730","no conclusion"
"43.0738_-73.9379_20120829","no known impact"
"43.0738_-73.9379_20150901","no known impact"
"43.0738_-73.9379_20160920","no known impact"
"43.0752_-77.782_20130910","no conclusion"
"43.0754_-73.9288_20130731","no known impact"
"43.0754_-73.9288_20120829","no known impact"
"43.0754_-73.9288_20150901","no known impact"
"43.0754_-73.9288_20140914","no known impact"
"43.0754_-73.9288_20160920","no known impact"
"43.0894_-73.7704_20160916","possibly impaired"
"43.093_-77.8648_20130813","possibly impaired"
"43.1_-77.7531_20170927","possibly impaired"
"43.108_-77.471_20160826","no conclusion"
"43.108_-77.4631_20160917","possibly impaired"
"43.1267_-77.6894_20140920","no conclusion"
"43.1343_-77.5251_20140719","no conclusion"
"43.1384_-74.9406_20140720","no conclusion"
"43.1429_-73.8772_20130731","no conclusion"
"43.1452_-73.8778_20120830","no conclusion"
"43.1452_-73.8778_20150831","no conclusion"
"43.1452_-73.8778_20140914","no known impact"
"43.1452_-73.8778_20160919","no known impact"
"43.1603_-76.3281_20150819","no conclusion"
"43.1605_-79.0072_20140728","dry"
"43.1647_-76.3835_20150821","no conclusion"
"43.1825_-73.7226_20160916","no known impact"
"43.1831_-78.7146_20150924","no conclusion"
"43.1915_-75.018_20140712","no conclusion"
"43.1915_-75.018_20140713","no conclusion"
"43.2014_-75.0241_20120922","no conclusion"
"43.2277_-77.5658_20140808","no conclusion"
"43.2325_-75.8821_20140914","no conclusion"
"43.2336_-75.88_20150808","no conclusion"
"43.2356_-76.9757_20170813","no conclusion"
"43.2361_-76.9754_20130909","no conclusion"
"43.2382_-77.5724_20140808","no conclusion"
"43.2413_-77.3395_20140718","possibly impaired"
"43.2491_-76.1827_20160826","no conclusion"
"43.2506_-76.8646_20170813","no conclusion"
"43.2552_-77.4715_20170715","no conclusion"
"43.2582_-77.3077_20170825","no conclusion"
"43.2585_-75.9122_20160810","possibly impaired"
"43.2593_-77.0251_20140927","possibly impaired"
"43.2596_-77.4509_20130917","no conclusion"
"43.2641_-75.0931_20180912","no known impact"
"43.2672_-77.2495_20140701","no conclusion"
"43.2678_-79.0039_20180902","no conclusion"
"43.2734_-77.3143_20130930","possibly impaired"
"43.2756_-77.2749_20130929","possibly impaired"
"43.2772_-77.85_20150906","possibly impaired"
"43.2814_-74.9511_20170721","no known impact"
"43.284_-75.5603_20150908","no conclusion"
"43.2841_-77.8852_20130813","possibly impaired"
"43.2841_-77.8852_20130815","possibly impaired"
"43.2853_-78.7133_20150924","no conclusion"
"43.2939_-76.4524_20160709","dry"
"43.2973_-76.4211_20160709","dry"
"43.3011_-76.5992_20190711","no conclusion"
"43.302_-75.778_20140819","no known impact"
"43.3022_-75.6179_20150921","no known impact"
"43.3024_-75.7785_20140819","no known impact"
"43.312_-73.7337_20190715","no known impact"
"43.3184_-74.2593_20150808","no conclusion"
"43.3206_-75.1817_20170731","no known impact"
"43.3247_-73.3591_20180914","no known impact"
"43.326_-76.4368_20160709","dry"
"43.3315_-75.5937_20150916","no known impact"
"43.3325_-75.7372_20150921","no known impact"
"43.3335_-77.9345_20130906","possibly impaired"
"43.3439_-73.7163_20190707","no conclusion"
"43.3502_-73.693_20190713","no conclusion"
"43.3535_-76.5521_20190711","no conclusion"
"43.355_-75.5875_20150916","no conclusion"
"43.3552_-73.5967_20180801","no known impact"
"43.3555_-73.7072_20190706","no conclusion"
"43.358_-73.684_20190705","possibly impaired"
"43.3627_-73.7138_20190804","no known impact"
"43.3644_-73.6863_20190807","no conclusion"
"43.3651_-75.6864_20160821","no conclusion"
"43.3654_-73.6866_20190630","no conclusion"
"43.3671_-73.6913_20190707","no known impact"
"43.3721_-73.6771_20190720","no conclusion"
"43.3778_-73.6521_20190702","no conclusion"
"43.3784_-75.5537_20140923","no known impact"
"43.3833_73.6952_20180802","no known impact"
"43.3865_-73.7036_20190804","no conclusion"
"43.3869_-73.7016_20190731","no known impact"
"43.3893_-76.1509_20160905","no conclusion"
"43.3934_-76.5943_20170817","no conclusion"
"43.3934_-75.0583_20160720","no known impact"
"43.3994_-73.7286_20190812","no known impact"
"43.401_-73.6971_20170711","no known impact"
"43.402_-73.7353_20190812","no known impact"
"43.4093_-73.7006_20190814","no conclusion"
"43.4149_-74.271_20150820","no known impact"
"43.416_-73.7174_20150904","no conclusion"
"43.416_-73.7174_20180810","no conclusion"
"43.416_-73.7174_20170808","no conclusion"
"43.416_-73.7174_20160902","no conclusion"
"43.416_-73.7174_20190808","no conclusion"
"43.4183_-73.7131_20170816","no conclusion"
"43.4186_-73.7102_20180812","no known impact"
"43.4192_-73.7095_20190903","no conclusion"
"43.4361_-73.7184_20160919","no conclusion"
"43.4362_-73.7185_20170807","no conclusion"
"43.4366_-73.7254_20190715","no known impact"
"43.437_-73.7392_20160829","no conclusion"
"43.4384_-73.7276_20150906","no known impact"
"43.4385_-73.7272_20180730","no known impact"
"43.4386_-73.7269_20170807","no conclusion"
"43.4613_-75.0661_20160723","no known impact"
"43.4615_-75.5975_20140716","no conclusion"
"43.4669_-76.18_20160905","no conclusion"
"43.4767_-75.3852_20150805","no known impact"
"43.4767_-75.385_20170927","no known impact"
"43.4768_-75.3852_20160921","no known impact"
"43.4808_-73.6896_20190822","no known impact"
"43.4812_-75.2641_20170912","no known impact"
"43.4829_-73.6947_20170807","no conclusion"
"43.4898_-73.6822_20190723","no known impact"
"43.4898_-73.682_20170712","no conclusion"
"43.4899_-73.6827_20160805","no known impact"
"43.4901_-73.6823_20180731","no conclusion"
"43.506_-76.233_20190802","no conclusion"
"43.5093_-73.6243_20190814","no conclusion"
"43.5094_-73.6225_20160810","no known impact"
"43.5095_-73.6227_20180808","no known impact"
"43.5102_-75.9986_20170710","no known impact"
"43.5111_-75.3055_20150817","no known impact"
"43.5119_-73.6246_20150816","no conclusion"
"43.5135_-76.2348_20160709","no conclusion"
"43.5182_-73.6743_20190927","no conclusion"
"43.5184_-73.6746_20180816","no known impact"
"43.5215_-75.5446_20140716","no known impact"
"43.5241_-73.6727_20150827","no known impact"
"43.5241_-73.6727_20180802","no conclusion"
"43.5294_-75.1276_20170810","no known impact"
"43.5368_-73.6662_20180816","no conclusion"
"43.537_-73.6675_20170718","no known impact"
"43.5375_-73.6686_20180802","no conclusion"
"43.5375_-73.6685_20160804","no known impact"
"43.5387_-73.6732_20190826","no conclusion"
"43.5428_-76.1922_20170909","no known impact"
"43.5431_-75.8098_20140729","no known impact"
"43.5436_-75.5731_20170919","no known impact"
"43.5443_-76.1249_20150814","no conclusion"
"43.5445_-75.5729_20170919","no known impact"
"43.5453_-73.5822_20170816","no conclusion"
"43.552_-73.5968_20190807","no known impact"
"43.5521_-73.5967_20190717","no conclusion"
"43.5532_-73.6055_20150920","no known impact"
"43.5634_-73.6524_20170718","no conclusion"
"43.5634_-73.6524_20180802","no known impact"
"43.5639_-73.6535_20150813","no conclusion"
"43.5709_-73.6716_20190823","no conclusion"
"43.5847_-76.1588_20140901","no conclusion"
"43.5853_-73.8653_20160710","no known impact"
"43.5869_-73.6405_20180706","no known impact"
"43.5869_-73.6405_20180706","no conclusion"
"43.5881_-73.6443_20150813","no conclusion"
"43.5986_-73.655_20170718","no known impact"
"43.5989_-73.6551_20190823","no known impact"
"43.6035_-75.6155_20140716","no known impact"
"43.6036_-74.7859_20170703","no known impact"
"43.6257_-73.6068_20180719","no known impact"
"43.6259_-73.6072_20190726","no known impact"
"43.626_-73.607_20160904","no conclusion"
"43.6262_-73.6071_20170910","no known impact"
"43.6334_-73.5086_20190822","no conclusion"
"43.6364_-73.5073_20190822","no known impact"
"43.6466_-75.8929_20140701","no known impact"
"43.6486_-76.1308_20180718","no known impact"
"43.6491_-75.9983_20170916","no conclusion"
"43.6531_-73.9236_20190925","no known impact"
"43.6535_-76.0311_20160707","no conclusion"
"43.6647_-73.6037_20160829","no conclusion"
"43.6788_-73.6278_na","no known impact"
"43.6798_-76.1231_20170721","no known impact"
"43.6802_-76.1225_20170909","no conclusion"
"43.6831_-76.1071_20170721","no known impact"
"43.6833_-73.5183_20160722","no conclusion"
"43.6952_-73.5057_20150812","no conclusion"
"43.6963_-76.0303_20150720","no known impact"
"43.697_-73.5071_20190908","no conclusion"
"43.6974_-76.0633_20150802","dry"
"43.6974_-73.5082_20190829","no conclusion"
"43.7134_-74.7833_20140709","no conclusion"
"43.7217_-73.8148_20140814","no conclusion"
"43.7253_-73.4973_20150813","no conclusion"
"43.7261_-73.4997_20170906","no conclusion"
"43.7297_-73.5011_20170726","no conclusion"
"43.7306_-74.8845_20160921","no conclusion"
"43.7307_-74.8844_20140709","no conclusion"
"43.7325_-76.1325_20140823","no known impact"
"43.7358_-76.1443_20150802","dry"
"43.7379_-73.5026_20190822","no known impact"
"43.7492_-73.505_20190822","no conclusion"
"43.7494_-73.5047_20150904","no conclusion"
"43.7494_-73.5047_20170906","no known impact"
"43.7494_-73.5047_20190929","no known impact"
"43.7495_-73.5047_20160905","no conclusion"
