"LatLon","LATITUDE","LONGITUDE","SBU.4.LTR","County","Stream.Name..NHD.if.available.otherwise.WI.","Concerns.from.Participants","PWL_ID","WIN","HUC_8","Classification","More.recently.used.Coordinates..changed.because.within.500..of.previous.site."
"42.7392,-74.3359",42.7392,-74.3359,"","Schoharie","Cripplebush Creek","","1202-0029","H-240- 82- 58",2020005,"C",""
"42.7409,-78.1364",42.7409,-78.1364,"OATK48.1","Wyoming","Oatka Creek","","0402-0041","Ont 117- 25",4130003,"C",""
"42.7417,-73.8121",42.7417,-73.8121,NA,NA,"Shaker Creek (tributary within larger Shaker Creek watershed-downstream of Ann Lee pond)",NA,NA,NA,NA,NA,NA
"42.7462,-73.9952",42.7462,-73.9952,"","Albany","Normans Kill","","1311-0018","H-221- 4 (portion 4)",2020006,"A",""
"42.748,-73.5541",42.748,-73.5541,"","","Quacken Creek","","","",NA,"",""
"42.7532,-74.18",42.7532,-74.18,"","Schenectady","Normans Kill","","1311-0005","H-221- 4 (portion 5)",2020006,"C",""
"42.7543,-73.7006",42.7543,-73.7006,"","Albany","Salt Kill","","1201-0095","H-240- 1 thru 12 (selected)",2020004,"D","42.7542,-73.7007"
"42.7554,-73.8658",42.7554,-73.8658,"","Albany","Lisha Kill and tribs","","1201-0074","H-240- 13",2020004,"C",""
"42.7565,-73.8670",42.7565,-73.867,NA,NA,"Lisha Kill",NA,NA,NA,NA,NA,NA
"42.7569,-74.3358",42.7569,-74.3358,"","","Fly Creek","","","",NA,"",""
"42.7573,-75.5808",42.7573,-75.5808,NA,NA,"Stone mill brook",NA,NA,NA,NA,NA,NA
"42.7609,-74.255",42.7609,-74.255,"SCHO15","Schenectady","Schoharie Creek","","1202-0003","H-240- 82 (portion 1)",2020005,"C",""
"42.7609,-74.2551",42.7609,-74.2551,"","","Schoharie Creek","","","",NA,"",""
"42.7615,-73.5280",42.7615,-73.528,NA,NA,"Quackenkill",NA,NA,NA,NA,NA,NA
"42.7619,-73.862",42.7619,-73.862,"","Albany","Lisha Kill","","1201-0074","H-240- 13",2020004,"B(T)",""
"42.7629,-73.4461",42.7629,-73.4461,NA,NA,"Quackenkill",NA,NA,NA,NA,NA,NA
"42.7629,-74.0005",42.7629,-74.0005,NA,NA,"Normanskill",NA,NA,NA,NA,NA,NA
"42.7644,-74.0023",42.7644,-74.0023,NA,NA,"Normanskill",NA,NA,NA,NA,NA,NA
"42.7646,-73.7279",42.7646,-73.7279,"","Albany","Salt Kill","","1201-0095","H-240- 1 thru 12 (selected)",2020004,"D",""
"42.7647,-73.7230",42.7647,-73.723,NA,NA,"Salt Kill",NA,NA,NA,NA,NA,NA
"42.7647,-74.0008",42.7647,-74.0008,"WNORMT2","Schenectady","Normans Kill, Upper, and tribs","","1311-0018","H-221- 4 (portion 4)",2020006,"C(T)",""
"42.7713,-78.2188",42.7713,-78.2188,NA,NA,"Tributary 6 on Crow Creek",NA,NA,NA,NA,NA,NA
"42.7729,-74.0388",42.7729,-74.0388,"NORM02","Schenectady","Normans Kill","","1311-0005","H-221- 4 (portion 5)",2020006,"C",""
"42.7756,-73.7637",42.7756,-73.7637,"","Albany","Delphus Kill","","1201-0095","H-240-  1 thru 12 (selected)",2020004,"C",""
"42.7774,-74.0752",42.7774,-74.0752,"WNORM01","Schenectady","Normans Kill","","1311-0005","H-221- 4 (portion 5)",2020006,"C","42.7775,-74.0755"
"42.7775,-73.8227",42.7775,-73.8227,"WBIKE0.2","Schenectady","Minor Tribs to Mohawk River","","1201-0095","H-240- 1 thru 12 (selected)",2020004,"C",""
"42.7781,-73.7917",42.7781,-73.7917,"","Albany","Shakers Creek","","1201-0079","H-240- 11",2020004,"C",""
"42.7786,-73.7915",42.7786,-73.7915,"","Albany","Shakers Creek","","1201-0079","H-240- 11",2020004,"C",""
"42.7786,-74.1438",42.7786,-74.1438,"","Schenectady","Normans Kill, Upper, and tribs","","1311-0005","H-221- 4 (portion 5)",2020006,"A",""
"42.7787,-77.7108",42.7787,-77.7108,"WCONT01","Livingston","Minor Tribs to Conesus Lake","","0402-0046","Ont 117- 40-P67-",4130003,"C",""
"42.7833,-73.8572",42.7833,-73.8572,"LISH2.1","Schenectady","Lisha Kill","","1201-0074","H-240- 13",2020004,"B(T)",""
"42.7862,-76.927",42.7862,-76.927,"","Seneca","Reeder Creek","","0705-0074","Ont  66-12-P369-  6",4140201,"C(T)",""
"42.7886,-75.0247",42.7886,-75.0247,NA,NA,"Herkimer Creek",NA,NA,NA,NA,NA,NA
"42.7894,-73.5315",42.7894,-73.5315,NA,NA,"Indian Creek",NA,NA,NA,NA,NA,NA
"42.7894,-74.2534",42.7894,-74.2534,"SCHO15B","Schoharie","Schoharie Creek","","1202-0003","H-240- 82 (portion 1)",2020005,"C",""
"42.7913,-73.8531",42.7913,-73.8531,"","","Lisha Kill","","","",NA,"",""
"42.7913,-73.8569",42.7913,-73.8569,"LISH04B","Schenectady","Lisha Kill","","1201-0074","H-240- 13",2020004,"B(T)",""
"42.7922,-74.1339",42.7922,-74.1339,"WNORMT1","Schenectady","Normans Kill, Upper, and tribs","","1311-0005","H-221- 4 (portion 5)",2020006,"C",""
"42.794,-74.1724",42.794,-74.1724,"","Schenectady","Normans Kill, Upper, and tribs","","1311-0005","H-221- 4 (portion 5)",2020006,"A",""
"42.7969,-73.8297",42.7969,-73.8297,"STCR0.2","Saratoga","Stony Creek","","1201-0097","H-240- 14",2020004,"C(T)",""
"42.7971,-73.6663",42.7971,-73.6663,"WLANS01","Rensselaer","Minor Tribs to East of Upper Hudson","","1101-0053","H-241 thru 261 (EOH)",2020003,"C",""
"42.8019,-73.848",42.8019,-73.848,"LOC701","Schenectady","Minor Tribs to Mohawk River","","1201-0095","H-240- 1 thru 12 (selected)",2020004,"A",""
"42.8028,-74.2571",42.8028,-74.2571,"","Schenectady","Bowman Creek","","1202-0027","H-240- 82- 1 thru 62",2020005,"C",""
"42.805,-73.9939",42.805,-73.9939,"TELL0.1","Schenectady","Poentic Kill and tribs","","1201-0005","H-240- 26",2020004,"C",""
"42.8051,-73.5936",42.8051,-73.5936,NA,NA,"Deep Kill",NA,NA,NA,NA,NA,NA
"42.8072,-75.0576",42.8072,-75.0576,"","","Herkimer Creek","","","",NA,"",""
"42.8077,-76.7010",42.8077,-76.701,NA,NA,"",NA,NA,NA,NA,NA,NA
"42.813,-74.259",42.813,-74.259,"","Montgomery","Schoharie Creek","","1202-0003","H-240- 82 (portion 1)",2020005,"C",""
"42.8152,-74.2599",42.8152,-74.2599,"WSCHO16B","Montgomery","Schoharie Creek","","1202-0003","H-240- 82 (portion 1)",2020005,"C",""
"42.8168,-74.2936",42.8168,-74.2936,"","Montgomery","Wilsey Creek","","1202-0027","H-240- 82- 1 thru 62",2020005,"C",""
"42.8196,-73.5727",42.8196,-73.5727,"","Rensselaer","Deep Kill, Upper, and tribs","","1101-0057","H-247",2020003,"A",""
"42.8201,-74.2694",42.8201,-74.2694,"","Montgomery","Wilsey Creek","","1202-0027","H-240- 82- 1 thru 62",2020005,"C",""
"42.8203,-74.2678",42.8203,-74.2678,"WILE01","Montgomery","Wilsey Creek","","1202-0027","H-240- 82- 1 thru 62",2020005,"C",""
"42.8279,-77.5587",42.8279,-77.5587,"","","Hemlock Outlet","","","",NA,"",""
"42.8290,-76.4070",42.829,-76.407,NA,NA,"Dutch Hollow Brook",NA,NA,NA,NA,NA,NA
"42.8295,-78.7440",42.8295,-78.744,NA,NA,"Cazenovia Creek",NA,NA,NA,NA,NA,NA
"42.8335,-77.6967",42.8335,-77.6967,"WCONS01","Livingston","Minor Tribs to Conesus Lake","","0402-0046","Ont 117- 40-P67-",4130003,"C",""
"42.834,-77.8962",42.834,-77.8962,"","","Bidwell's Creek","","","",NA,"",""
"42.8357,-73.6607",42.8357,-73.6607,"","Rensselaer","Deep Kill","","1101-0056","H-247",2020003,"C(T)",""
"42.8375,-73.6783",42.8375,-73.6783,"","Saratoga","Minor Tribs to West of Upper Hudson","","1101-0055","H-244 thru 263 (WOH)",2020003,"C(TS)",""
"42.8428,-73.8095",42.8428,-73.8095,"STCR00","Saratoga","Stony Creek","","1201-0051","H-240- 14",2020004,"A(T)",""
"42.8432,-74.6280",42.8432,-74.628,NA,NA,"Canajoharie Creek",NA,NA,NA,NA,NA,NA
"42.8440,-76.4220",42.844,-76.422,NA,NA,"Dutch Hollow Brook",NA,NA,NA,NA,NA,NA
"42.8454,-74.0129",42.8454,-74.0129,"PLOT0.2","Schenectady","Plotter Kill","","1201-0102","H-240- 29",2020004,"C",""
"42.8482,-78.043",42.8482,-78.043,"PERL01","Wyoming","Pearl Creek","","0402-0055","Ont 117- 25-20",4130003,"C(T)",""
"42.8500,-76.4640",42.85,-76.464,NA,NA,"Dutch Hollow Brook",NA,NA,NA,NA,NA,NA
"42.853,-73.8959",42.853,-73.8959,"","","Unnamed Trib to Mohawk River","","","",NA,"",""
"42.8545,-78.7551",42.8545,-78.7551,"","Erie","Buffalo Creek","","0103-0003","Ont 158..E- 1*",4120103,"B",""
"42.8666,-73.9027",42.8666,-73.9027,NA,NA,"AplausKill in Glennville",NA,NA,NA,NA,NA,NA
"42.867,-73.9027",42.867,-73.9027,"ALPL1.5","Schenectady","Alplaus Kill","","1201-0099","H-240- 20",2020004,"B","42.8674,-73.9017"
"42.8728,-78.0296",42.8728,-78.0296,"OATK29.5","Genesee","Oatka Creek","","0402-0031","Ont 117- 25",4130003,"C",""
"42.8736,-73.9333",42.8736,-73.9333,"INDK2.3","Schenectady","Indian Kill and tribs","","1201-0100","H-240- 20- 2",2020004,"A(T)",""
"42.8750,-76.5620",42.875,-76.562,NA,NA,"Veness Brook ",NA,NA,NA,NA,NA,NA
"42.8785,-78.1186",42.8785,-78.1186,"","Genesee","Black Creek","","0402-0048","Ont 117- 19",4130003,"C",""
"42.8796,-78.1189",42.8796,-78.1189,"WBLAK50.2","Genesee","Black Creek","","0402-0048","Ont 117- 19",4130003,"C",""
"42.88,-75.6455",42.88,-75.6455,"","","Electric Light Stream","","","",NA,"",""
"42.8800,-76.5630",42.88,-76.563,NA,NA,"Veness Brook ",NA,NA,NA,NA,NA,NA
"42.8801,-75.6452",42.8801,-75.6452,"","","Electric Light Stream","","","",NA,"",""
"42.8801,-75.646",42.8801,-75.646,"","","Electric Light Stream","","","",NA,"",""
"42.8802,-75.6449",42.8802,-75.6449,"","","Electric Light Stream","","","",NA,"",""
"42.8805,-75.6443",42.8805,-75.6443,"","","Electric Light Stream","","","",NA,"",""
"42.8807,-75.6438",42.8807,-75.6438,"","","Electric Light Stream","","","",NA,"",""
"42.8815,-74.9654",42.8815,-74.9654,"","","Ocquionis Creek and Tribs","","","",NA,"",""
"42.8823,-74.9648",42.8823,-74.9648,NA,NA,"Ocquionis Creek",NA,NA,NA,NA,NA,NA
"42.8835,-74.5667",42.8835,-74.5667,"","Montgomery","Canajoharie Creek","","1201-0027","H-240-112",2020004,"C",""
"42.8838,-75.6383",42.8838,-75.6383,"","Madison","Callahan Brook","","0602-0165","SR- 44 (portion 5)",2050102,"C(T)",""
"42.8850,-76.4700",42.885,-76.47,NA,NA,"Sucker Brook",NA,NA,NA,NA,NA,NA
"42.8865,-74.2169",42.8865,-74.2169,"SCHU00","Montgomery","South Chuctanunda Creek","","1201-0082","H-240- 70",2020004,"C",""
"42.8878,-78.0261",42.8878,-78.0261,"OATK28.2","Genesee","Oatka Creek","","0402-0031","Ont 117- 25",4130003,"C",""
"42.8897,-78.6435",42.8897,-78.6435,"","Erie","Cayuga Creek","","0103-0017","Ont 158..E- 1- 6",4120103,"B",""
"42.891,-73.7845",42.891,-73.7845,"","Saratoga","Dwaas Kill","","1101-0007","H-260- 6",2020003,"C(T)",""
"42.8911,-73.7844",42.8911,-73.7844,"","","Dwaas Kill","","","",NA,"",""
"42.8912,-74.5139",42.8912,-74.5139,"","","Flat Creek","","","",NA,"",""
"42.8912,-74.8375",42.8912,-74.8375,NA,NA,"Otsquago, Site 7b",NA,NA,NA,NA,NA,NA
"42.8920,-74.8422",42.892,-74.8422,NA,NA,"Otsquago, Site 8",NA,NA,NA,NA,NA,NA
"42.8922,-74.0219",42.8922,-74.0219,"WWASH01","Schenectady","Washout Creek","","1201-0226","H-240- 30 thru 50",2020004,"C",""
"42.8929,-77.6742",42.8929,-77.6742,"","Livingston","Little Conesus Creek","","0402-0075","Ont 117- 40-1",4130003,"C",""
"42.894,-73.7911",42.894,-73.7911,"WDWAS4.4","Saratoga","Dwaas Kill","","1101-0007","H-260- 6",2020003,"C(T)",""
"42.8944,-78.7318",42.8944,-78.7318,"","Erie","Cayuga Creek","","0103-0007","Ont 158..E- 1- 6",4120103,"C",""
"42.8949,-74.5663",42.8949,-74.5663,"","Montgomery","Canajoharie Creek","","1201-0027","H-240-112",2020004,"C",""
"42.896,-73.7913",42.896,-73.7913,"","Saratoga","Long Kill","","1101-0007","H-260- 6",2020003,"C(T)","42.8961,-73.7909"
"42.8961,-76.5224",42.8961,-76.5224,"","Cayuga","Minor Tribs to Owasco Lake","","0706-0010","Ont  66-12-43-P212-",4140201,"C",""
"42.897,-74.8248",42.897,-74.8248,"","","Otsquago Creek","","","",NA,"",""
"42.8989,-74.5723",42.8989,-74.5723,"","Montgomery","Canajoharie Creek","","1201-0027","H-240-112",2020004,"C","42.899,-74.5722"
"42.9012,-76.5273",42.9012,-76.5273,"","Cayuga","Sucker Brook","","0706-0010","Ont  66-12-43-P212-",4140201,"C",""
"42.9037,-73.5455",42.9037,-73.5455,"","Rensselaer","Minor Tribs to Lower Hoosic River","","1102-0019","H-264- 1 thru 9 (selected)",2020003,"C(TS)",""
"42.9082,-73.7697",42.9082,-73.7697,"","Saratoga","Dwaas Kill","","1101-0007","H-260- 6",2020003,"C(T)","42.9086,-73.7696"
"42.9095,-74.0759",42.9095,-74.0759,"WCNOO01","Schenectady","Chaughtanoonda Creek","","1201-0226","H-240- 30 thru 50",2020004,"C",""
"42.9108,-77.787",42.9108,-77.787,"CRIS0.2","Livingston","Christie Creek","","0402-0060","Ont 117- 42",4130003,"C",""
"42.9113,-73.8984",42.9113,-73.8984,NA,NA,"Trib to Aplauskill",NA,NA,NA,NA,NA,NA
"42.9170,-76.5150",42.917,-76.515,NA,NA,"Sucker Brook",NA,NA,NA,NA,NA,NA
"42.9180,-76.5220",42.918,-76.522,NA,NA,"Sucker Brook",NA,NA,NA,NA,NA,NA
"42.9183,-73.7694",42.9183,-73.7694,"WDWAS0.3","Saratoga","Dwaas Kill","","1101-0007","H-260- 6",2020003,"C(T)",""
"42.9200,-76.4740",42.92,-76.474,NA,NA,"Sucker Brook",NA,NA,NA,NA,NA,NA
"42.9240,-76.5080",42.924,-76.508,NA,NA,"Sucker Brook",NA,NA,NA,NA,NA,NA
"42.9246,-73.9707",42.9246,-73.9707,"ALPL9.9","Saratoga","Alplaus Kill","","1201-0099","H-240- 20",2020004,"B(T)",""
"42.9247,-73.9406",42.9247,-73.9406,"ALPL04A","Saratoga","Rue Creek, La","","1201-0099","H-240- 20",2020004,"C(T)",""
"42.9282,-74.6606",42.9282,-74.6606,"","Montgomery","Otsquago Creek","","1201-0028","H-240-119",2020004,"C","42.9282,-74.6607"
"42.9282,-74.6665",42.9282,-74.6665,"","Montgomery","Otsquago Creek","","1201-0028","H-240-119",2020004,"C",""
"42.9300,-74.3167",42.93,-74.3167,NA,NA,"",NA,NA,NA,NA,NA,NA
"42.9302,-73.9832",42.9302,-73.9832,"WALPL03A","Saratoga","Alplaus Kill","","1201-0099","H-240- 20",2020004,"B(T)","42.9303,-73.9836"
"42.9302,-74.6228",42.9302,-74.6228,"","","Otsquago Creek","","","",NA,"",""
"42.9308,-74.6212",42.9308,-74.6212,"","Montgomery","Otsquago Creek","","1201-0028","H-240-119",2020004,"C",""
"42.9315,-74.6224",42.9315,-74.6224,"","Montgomery","Otsquago Creek","","1201-0028","H-240-119",2020004,"C",""
"42.9319,-77.7782",42.9319,-77.7782,"","Livingston","White Creek","","0402-0039","Ont 117- 26 thru 69",4130003,"C(T)",""
"42.9335,-74.7284",42.9335,-74.7284,"","Montgomery","Otsquago Creek","","1201-0078","H-240-119",2020004,"C(T)",""
"42.9347,-74.2128",42.9347,-74.2128,NA,NA,"South Chuckanunda",NA,NA,NA,NA,NA,NA
"42.9348,-74.2126",42.9348,-74.2126,"","","South Chuctanunda","","","",NA,"",""
"42.9381,-73.85",42.9381,-73.85,"","","Unknown - Sweet Rd","","","",NA,"",""
"42.9389,-73.8774",42.9389,-73.8774,NA,NA,"Unknown trib to Ballston Lake",NA,NA,NA,NA,NA,NA
"42.9398,-77.7988",42.9398,-77.7988,"","Livingston","White Creek","","0402-0039","Ont 117- 26 thru 69",4130003,"C(T)",""
"42.9407,-73.7933",42.9407,-73.7933,"","Saratoga","Minor Tribs to Round Lakes","","1101-0037","H-260-P1089-",2020003,"C",""
"42.9413,-73.7908",42.9413,-73.7908,"","","Ballston Creek and Tribs","","","",NA,"",""
"42.9428,-73.8628",42.9428,-73.8628,"","Saratoga","Tribs to Ballston Lake","","1101-0062","H-260-P1089-3-P1090-",2020003,"C",""
"42.9462,-73.9953",42.9462,-73.9953,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA
"42.9463,-73.8623",42.9463,-73.8623,NA,NA,"Trib to Ballston Lake",NA,NA,NA,NA,NA,NA
"42.9483,-73.7808",42.9483,-73.7808,"TRLK00","Saratoga","Minor Tribs to Round Lakes","","1101-0037","H-260-P1089-",2020003,"C(TS)",""
"42.9604,-74.1743",42.9604,-74.1743,"","Montgomery","North Chuctanunda Creek","","1201-0031","H-240- 69",2020004,"C",""
"42.9615,-74.173",42.9615,-74.173,"","","North Chuctanunda","","","",NA,"",""
"42.9666,-73.8239",42.9666,-73.8239,"WBALT2.0","Saratoga","Ballston Creek and tribs","","1101-0061","H-260-P1089-3",2020003,"C",""
"42.9684,-73.8813",42.9684,-73.8813,"","","Unknown - Mourningkill Drive","","","",NA,"",""
"42.97,-73.8795",42.97,-73.8795,"MORN6.0","Saratoga","Mourning Kill","","1101-0073","H-299-P27-13- 9",2020003,"C",""
"42.9713,-75.9354",42.9713,-75.9354,"","","Limestone Creek","","","",NA,"",""
"42.9722,-73.8637",42.9722,-73.8637,"","","Unknown - Mourningkill Drive","","","",NA,"",""
"42.9723,-73.8640",42.9723,-73.864,NA,NA,"Mourningkill",NA,NA,NA,NA,NA,NA
"42.9758,-73.8428",42.9758,-73.8428,"WMORN3.6","Saratoga","Mourning Kill","","1101-0073","H-299-P27-13- 9",2020003,"C","42.9758,-73.8425"
"42.9790,-77.9884",42.979,-77.9884,NA,NA,"Oatka Creek",NA,NA,NA,NA,NA,NA
"42.9912,-76.0696",42.9912,-76.0696,NA,NA,"Butternut Creek",NA,NA,NA,NA,NA,NA
"42.993,-74.7932",42.993,-74.7932,"","","Nowadaga Creek","","","",NA,"",""
"42.9958,-76.0717",42.9958,-76.0717,NA,NA,"Butternut Creek",NA,NA,NA,NA,NA,NA
"42.9962,-75.9871",42.9962,-75.9871,"","Onondaga","West Branch Limestone Creek","","0703-0104","Ont  66-11-P26-37- 6- 2- 8",4140202,"C(T)",""
"42.9975,-74.115",42.9975,-74.115,"","","Chuctanunda Creek","","","",NA,"",""
"42.9982,-75.9881",42.9982,-75.9881,"","Onondaga","West Branch Limestone Creek and tribs","","0703-0104","Ont  66-11-P26-37- 6- 2- 8",4140202,"C",""
"42.9983,-75.9876",42.9983,-75.9876,"","Onondaga","West Branch Limestone Creek","","0703-0104","Ont  66-11-P26-37- 6- 2- 8",4140202,"C(T)",""
"42.9983,-76.0721",42.9983,-76.0721,NA,NA,"Butternut Creek",NA,NA,NA,NA,NA,NA
"42.9985,-77.8744",42.9985,-77.8744,"WOATK9.0","Monroe","Oatka Creek","","0402-0027","Ont 117- 25",4130003,"B(T)",""
"43.0017,-74.5398",43.0017,-74.5398,"CARO9.0","Fulton","Caroga Creek","","1201-0076","H-240-127",2020004,"C(T)",""
"43.0049,-78.9058",43.0049,-78.9058,"","Erie","Twomile Creek","","0101-0005","Ont 158-13",4120104,"B",""
"43.0065,-73.847",43.0065,-73.847,"","Saratoga","Gordon Creek","","1101-0014","H-299-P27-13",2020003,"C",""
"43.007,-73.8454",43.007,-73.8454,"WGORN00","Saratoga","Gordon Creek","","1101-0014","H-299-P27-13",2020003,"C",""
"43.0086,-73.8796",43.0086,-73.8796,"WGORN01","Saratoga","Gordon Creek","","1101-0014","H-299-P27-13",2020003,"C",""
"43.0097,-73.8442",43.0097,-73.8442,"KAYD9.1","Saratoga","Kayaderosseras Creek","","1101-0014","H-299-P27-13",2020003,"C","43.0094,-73.8443"
"43.0127,-73.3778",43.0127,-73.3778,"WHIO01","Washington","White Creek","","1102-0026","H-264-20-8",2020003,"C(TS)",""
"43.0149,-76.5894",43.0149,-76.5894,"","Cayuga","North Brook","","0701-0038","Ont  66-12-36",4140201,"C(T)",""
"43.0166,-73.7701",43.0166,-73.7701,"","","Drummond Creek","","","",NA,"",""
"43.0192,-77.7477",43.0192,-77.7477,"OATK1.5","Monroe","Oatka Creek","","0402-0027","Ont 117- 25",4130003,"B",""
"43.0218,-78.3507",43.0218,-78.3507,"","Genesee","Tonawanda Creek","","0102-0006","Ont 158-12 (portion 2)",4120104,"B",""
"43.0292,-77.8221",43.0292,-77.8221,"MILK00A","Monroe","Mill Creek","","0402-0049","Ont 117- 19- 4",4130003,"C",""
"43.0295,-78.3938",43.0295,-78.3938,"","Genesee","Minor Tribs to Tonawanda Creek","","0102-0028","Ont 158-12- 7 thru 31 (selected)",4120104,"C",""
"43.0353,-77.8921",43.0353,-77.8921,"","Monroe","Mill Creek/Blue Pond Outlet and tribs","","0402-0049","Ont 117- 19- 4",4130003,"C",""
"43.0355,-74.2481",43.0355,-74.2481,"","Fulton","Skinner Creek","","1104-0116","H-369-P127-22 thru 45 (selected)",2020002,"C(T)",""
"43.0375,-73.9101",43.0375,-73.9101,"GLOW05","Saratoga","Glowegee Creek","","1101-0074","H-299-P27-13-19",2020003,"C(T)",""
"43.0387,-73.7079",43.0387,-73.7079,"SATO01","Saratoga","Minor Tribs to Saratoga Lake","","1101-0067","H-299-P27- (selected)",2020003,"C",""
"43.0403,-73.8892",43.0403,-73.8892,"KAYD13.1","Saratoga","Kayaderosseras Creek","","1101-0014","H-299-P27-13",2020003,"C(T)",""
"43.0403,-76.5843",43.0403,-76.5843,"","Cayuga","North Brook","","0701-0038","Ont  66-12-36",4140201,"C",""
"43.0418,-74.0775",43.0418,-74.0775,"","","North Chuctanunda","","","",NA,"",""
"43.042,-73.7435",43.042,-73.7435,"KAYD06","Saratoga","Kayaderosseras Creek","","1101-0014","H-299-P27-13",2020003,"C",""
"43.0422,-73.8892",43.0422,-73.8892,"WKAYD13.1","Saratoga","Kayaderosseras Cr, Lower, and minor trib","","1101-0014","H-299-P27-13",2020003,"C(T)",""
"43.0436,-73.7705",43.0436,-73.7705,"KAYD05","Saratoga","Kayaderosseras Creek","","1101-0014","H-299-P27-13",2020003,"C",""
"43.0455,-77.387",43.0455,-77.387,"WWHIO01","Monroe","White Brook","","0302-0030","Ont 108/P113- 3-12",4140101,"C(T)",""
"43.0473,-77.8148",43.0473,-77.8148,"MILK4.2","Monroe","Mill Creek","","0402-0049","Ont 117- 19- 4",4130003,"C",""
"43.0504,-76.5505",43.0504,-76.5505,"","Cayuga","Putnam Brook","","0701-0039","Ont  66-12-36- 1",4140201,"C","43.0491,-76.5504"
"43.0519,-78.7516",43.0519,-78.7516,"","Erie","Minor Tribs to Lower Tonawanda Creek","","0102-0025","Ont 158-12- 2 thru 5 (selected)",4120104,"C",""
"43.0624,-78.8992",43.0624,-78.8992,"","Niagara","Minor Tribs to Niagara River","","0101-0031","Ont 158- 7 thru 11",4120104,"C",""
"43.0683,-77.6201",43.0683,-77.6201,NA,NA,"Trib of Red Creek",NA,NA,NA,NA,NA,NA
"43.0688,-77.7777",43.0688,-77.7777,"","Monroe","Black Creek, Lower, and minor tribs","","0402-0033","Ont 117- 19",4130003,"C",""
"43.0731,-76.4795",43.0731,-76.4795,"","Onondaga","Skaneateles Creek","","0707-0003","Ont  66-12-29",4140201,"C(T)",""
"43.0732,-78.9333",43.0732,-78.9333,"","Niagara","Minor Tribs to Niagara River","","0101-0031","Ont 158- 7 thru 11",4120104,"C",""
"43.0738,-73.9379",43.0738,-73.9379,"WCLOV0.5","Saratoga","Clover Mill Creek","","1101-0013","H-299-P27-13",2020003,"C(T)","43.074,-73.9378"
"43.0752,-77.782",43.0752,-77.782,"MILK1.5","Monroe","Mill Creek","","0402-0049","Ont 117- 19- 4",4130003,"C",""
"43.0754,-73.9288",43.0754,-73.9288,"WKAYD20.2","Saratoga","Kayaderosseras Creek","","1101-0013","H-299-P27-13",2020003,"B(T)","43.0753,-73.9286"
"43.0894,-73.7704",43.0894,-73.7704,"","","Spring Run","","","",NA,"",""
"43.093,-77.8648",43.093,-77.8648,"BLAK14.7","Monroe","Black Creek","","0402-0033","Ont 117- 19",4130003,"C",""
"43.1000,-77.7531",43.1,-77.7531,NA,NA,"Black Creek",NA,NA,NA,NA,NA,NA
"43.108,-77.4631",43.108,-77.4631,"","","Thomas Creek","","","",NA,"",""
"43.108,-77.471",43.108,-77.471,"","","Thomas Creek","","","",NA,"",""
"43.1267,-77.6894",43.1267,-77.6894,"","Monroe","Little Black Creek","","0402-0047","Ont 117- 18",4130003,"C",""
"43.1343,-77.5251",43.1343,-77.5251,"","Monroe","Allen Creek","","0302-0022","Ont 108/P113- 3- 8",4140101,"C",""
"43.1384,-74.9406",43.1384,-74.9406,"","Herkimer","Maltanner Creek and tribs","","1203-0016","H-240-180- 26",2020004,"C",""
"43.1429,-73.8772",43.1429,-73.8772,"WKAYDS","Saratoga","South Branch Kayaderosseras Creek","","1101-0013","H-299-P27-13",2020003,"C(T)",""
"43.1452,-73.8778",43.1452,-73.8778,"WKAYDS","Saratoga","South Branch Kayaderosseras Creek","","1101-0013","H-299-P27-13",2020003,"C(T)","43.1457,-73.8782"
"43.1603,-76.3281",43.1603,-76.3281,"","Onondaga","Minor Tribs to Lower Seneca River","","0701-0031","Ont  66-12-13 thru 28",4140201,"C",""
"43.1605,-79.0072",43.1605,-79.0072,"","Niagara","Fish Creek","","0101-0029","Ont 158- 1 thru 5",4120104,"C",""
"43.1647,-76.3835",43.1647,-76.3835,"","Onondaga","Minor Tribs to Lower Seneca River","","0701-0031","Ont  66-12-13 thru 28",4140201,"C",""
"43.1825,-73.7226",43.1825,-73.7226,"","","Snook Kill","","","",NA,"",""
"43.1831,-78.7146",43.1831,-78.7146,"","Niagara County","18-mile trib/The Gulf trib and tribs","","0301-0058","Ont 148- 4",4130001,"D",""
"43.1915,-75.018",43.1915,-75.018,"","Herkimer","Minor Tribs to Lower West Canada Creek","","1203-0082","H-240-180- 1 thru 35 (selected)",2020004,"C(T)",""
"43.2014,-75.0241",43.2014,-75.0241,"CANWA","Herkimer","Minor Tribs to Lower West Canada Creek","","1203-0083","H-240-180- 36 thru 63",2020004,"C(TS)",""
"43.2277,-77.5658",43.2277,-77.5658,"","Monroe","Minor Tribs to Lake Ontario","","0302-0036","Ont 109 thru 116",4140101,"B(T)",""
"43.2325,-75.8821",43.2325,-75.8821,"","Oswego","Black Creek","","0703-0056","Ont 66-11-P26-15",4140202,"C",""
"43.2336,-75.88",43.2336,-75.88,"","Oswego","Cold Spring Brook","","0703-0057","Ont  66-11-P26-16 thru 23 (select)",4140202,"C(T)",""
"43.2356,-76.9757",43.2356,-76.9757,NA,NA,"Second Creek",NA,NA,NA,NA,NA,NA
"43.2361,-76.9754",43.2361,-76.9754,"WSECN01","Wayne","Second Creek","","0302-0063","Ont 84/P96-10",4140101,"C",""
